Vial,Timestamp,x_pos,y_pos
3,0.68,93.973223,35.27247079
3,0.68,21.137479,26.1426955
3,0.68,83.0187376,24.15934588
3,0.68,0,18.23139018
3,0.68,74.9036392,16.0976494
3,0.68,6.1274797,14.13062419
3,0.68,26.9246812,12.1296263
3,0.68,3.9890388,6.002383013
3,0.68,14.9456921,5.003886766
3,0.72,2.1613532,158.1760909
3,0.72,71.8647948,137.1465495
3,0.72,92.7460578,103.1791448
3,0.72,37.007025,98.28712249
3,0.72,1.9595941,97.19367589
3,0.72,3.0953178,80.13090056
3,0.72,54.8875787,73.22545555
3,0.72,93.950935,70.15458383
3,0.72,93.9603964,35.16014988
3,0.72,21.9023934,32.17688484
3,0.72,83.8232086,25.19481484
3,0.72,2.0275662,22.16281169
3,0.72,72.8690904,17.04517162
3,0.72,7.1114941,14.14551075
3,0.72,27.9821825,12.18238226
3,0.72,5.8657571,7.230078459
3,0.72,15.8676362,4.052176417
3,0.76,2.876756,164.1853426
3,0.76,69.0517647,140.3005186
3,0.76,92.1926576,106.2683647
3,0.76,33.7727434,104.0419692
3,0.76,1.8678365,102.2279739
3,0.76,1.9673268,85.1923755
3,0.76,9.0989426,84.99420082
3,0.76,60.9681771,77.07159521
3,0.76,94.0852758,76.17296943
3,0.76,22.9220446,37.2028502
3,0.76,93.964996,36.0410384
3,0.76,83.9648447,31.15454545
3,0.76,2.9238399,25.26677805
3,0.76,69.9063345,18.07158287
3,0.76,7.9237726,16.13736521
3,0.76,28.8620261,13.07675574
3,0.76,17.0303086,4.044115772
3,0.8,2.0093963,165.2062282
3,0.8,65.8507143,146.0841521
3,0.8,92.0341931,111.2472918
3,0.8,1.984786,110.1894565
3,0.8,33.8755433,106.1834136
3,0.8,1.8694056,90.22912949
3,0.8,9.9973422,86.23088519
3,0.8,65.9146144,80.16239436
3,0.8,94.8529219,81.15429641
3,0.8,23.1118529,44.18971549
3,0.8,93.8826572,35.23027438
3,0.8,84.1426186,33.17229096
3,0.8,5.8915338,29.18403522
3,0.8,66.8860802,18.94774093
3,0.8,8.0261042,17.14299363
3,0.8,27.8978813,13.18075342
3,0.8,6.9608902,7.232871869
3,0.8,18.9616991,3.28458498
3,0.84,2.8700442,169.1864594
3,0.84,62.9415514,150.1744451
3,0.84,91.8352558,116.1862409
3,0.84,2.0133211,115.1840605
3,0.84,30.9622187,110.1804016
3,0.84,2.0295565,97.1749843
3,0.84,12.0164497,87.25384781
3,0.84,94.8607954,87.18493681
3,0.84,70.9079803,82.16510446
3,0.84,23.9481972,49.2171363
3,0.84,85.7531571,36.17704387
3,0.84,93.0556648,35.22709173
3,0.84,7.9122734,32.1891956
3,0.84,62.9103139,18.95958965
3,0.84,7.8580726,17.21469966
3,0.84,28.8418433,14.08722428
3,0.84,7.9437037,7.267749963
3,0.84,21.8829008,2.219160089
3,0.88,2.7784275,171.212502
3,0.88,59.9082927,156.1390882
3,0.88,91.1599485,120.2400079
3,0.88,2.9007414,121.1480733
3,0.88,29.9456674,112.2101078
3,0.88,1.965801,104.1763411
3,0.88,94.9864378,91.18333997
3,0.88,14.964474,89.11518752
3,0.88,74.8545135,85.28931882
3,0.88,24.1172257,52.20713345
3,0.88,85.8349059,39.14716426
3,0.88,10.9585473,36.18241885
3,0.88,91.9189208,34.06731719
3,0.88,58.912216,19.0575679
3,0.88,7.9470528,18.1335401
3,0.88,29.9788639,15.0726129
3,0.88,8.970239,7.926527875
3,0.88,25.9609178,1.126569178
3,0.92,3.0453426,175.1483797
3,0.92,57.0554372,159.2717615
3,0.92,2.8968792,123.1936759
3,0.92,90.772381,125.1750092
3,0.92,28.9903531,115.2304313
3,0.92,1.1995997,108.1427205
3,0.92,95.0137374,96.15327185
3,0.92,18.9087472,90.10884026
3,0.92,80.0759968,88.01853465
3,0.92,24.9822175,55.19794028
3,0.92,86.7658504,41.12791625
3,0.92,13.8969603,39.18302626
3,0.92,90.0405968,32.07357145
3,0.92,58.9081897,19.10495738
3,0.92,7.9226531,18.15387997
3,0.92,31.8599523,15.28344624
3,0.92,29.9292562,1.021302808
3,0.96,3.9637578,179.1501976
3,0.96,54.8613465,165.1476989
3,0.96,90.0015062,130.1970696
3,0.96,2.95231,128.2021865
3,0.96,28.0648652,116.2726853
3,0.96,1.132691,114.1239084
3,0.96,95.8458245,100.2046952
3,0.96,83.165997,91.92630251
3,0.96,21.9374445,90.1027668
3,0.96,25.0802598,55.22094862
3,0.96,87.0040689,42.17506668
3,0.96,17.9332402,41.20214249
3,0.96,88.9387013,31.08378578
3,0.96,54.8915091,20.13029561
3,0.96,8.0155401,19.15701228
3,0.96,32.8207471,16.3005175
3,0.96,11.0261928,7.97597254
3,0.96,33.9337418,0.345052036
3,1,5.0081071,183.1711025
3,1,51.9749148,169.2195061
3,1,89.1639906,134.2583147
3,1,3.8926223,135.1823005
3,1,1.8754751,121.145829
3,1,27.9149616,117.1530546
3,1,95.9456573,105.1879779
3,1,87.8544333,95.22156845
3,1,24.9575092,90.96803486
3,1,26.9237612,58.15266026
3,1,87.7177935,44.16727325
3,1,22.8825932,41.08381963
3,1,87.0029307,29.18890945
3,1,49.943609,21.07999168
3,1,7.1048188,19.15188484
3,1,33.9087472,15.27745108
3,1,38.9770842,0.290707852
3,1.04,6.9773272,186.0958264
3,1.04,50.0210659,173.2532706
3,1.04,4.9111764,141.1220248
3,1.04,88.8629924,137.2161611
3,1.04,1.0226087,124.2408809
3,1.04,24.9373287,116.1483797
3,1.04,95.7473035,110.1621916
3,1.04,89.9581528,98.16683025
3,1.04,27.9850275,91.23217745
3,1.04,29.2453269,58.88132722
3,1.04,87.7988326,45.17109524
3,1.04,26.8891417,40.01603744
3,1.04,85.9190792,27.22779911
3,1.04,7.1772736,21.12091082
3,1.04,47.9425127,21.21541502
3,1.04,34.9093016,15.17140156
3,1.04,17.8551952,12.31120772
3,1.04,45.9308163,0.345461603
3,1.08,8.853858,187.2595442
3,1.08,46.9407036,177.2118772
3,1.08,5.8405677,143.220166
3,1.08,88.0948072,141.2496669
3,1.08,1.2258489,131.1088845
3,1.08,19.930853,115.2275916
3,1.08,95.1328474,111.2663782
3,1.08,91.9584341,100.169136
3,1.08,32.9647007,93.01141468
3,1.08,31.8334066,58.30040666
3,1.08,87.9116825,45.22454586
3,1.08,29.8701587,37.99923145
3,1.08,7.1551085,23.16090528
3,1.08,83.9923201,24.17542771
3,1.08,45.8949135,21.20291614
3,1.08,20.9973654,15.08048794
3,1.08,39.7991453,13.19053781
3,1.08,47.9351483,0.152402304
3,1.12,11.8578367,190.2271367
3,1.12,44.9355289,182.2143956
3,1.12,6.9884849,148.1406456
3,1.12,87.8385116,145.1834834
3,1.12,1.10875,137.1534973
3,1.12,15.9467227,116.0308608
3,1.12,93.9489401,116.1407727
3,1.12,94.0325206,104.2387021
3,1.12,35.9777186,97.03007892
3,1.12,33.9068651,60.20260446
3,1.12,88.7078196,48.20420221
3,1.12,33.8557769,38.0297928
3,1.12,6.884088,27.17044259
3,1.12,82.8599609,24.20280831
3,1.12,41.9129102,22.06563492
3,1.12,25.9882143,18.05125786
3,1.12,39.8196698,14.17882965
3,1.12,48.9374514,0.233581992
3,1.16,13.9150191,191.2159575
3,1.16,41.9972215,188.2288794
3,1.16,8.0805393,153.1247469
3,1.16,86.8051692,151.1706151
3,1.16,1.1490572,144.1144252
3,1.16,92.9629351,119.1998794
3,1.16,13.915188,116.2357812
3,1.16,95.1311491,108.1730237
3,1.16,36.8409852,99.2941685
3,1.16,35.9808867,62.10599116
3,1.16,88.9108775,50.19466501
3,1.16,36.8575325,37.06225296
3,1.16,22.8628777,32.26189851
3,1.16,6.8749897,30.15744401
3,1.16,39.9084729,23.1462621
3,1.16,80.8530647,22.26888956
3,1.16,25.9659828,18.13039689
3,1.16,40.0242365,14.16017835
3,1.16,50.1490289,1.762496114
3,1.2,16.9941211,193.2026768
3,1.2,40.1228821,192.2808219
3,1.2,9.1570739,156.1333689
3,1.2,85.9142798,154.1874389
3,1.2,1.8556863,150.218886
3,1.2,92.8187079,121.1974975
3,1.2,12.9117867,117.2057465
3,1.2,96.0193162,112.2031546
3,1.2,38.9187836,104.2025868
3,1.2,39.0401721,64.04809356
3,1.2,89.1071444,52.17553288
3,1.2,28.9954817,41.2303956
3,1.2,40.9417058,35.2416503
3,1.2,5.9777216,32.15170509
3,1.2,39.8860802,24.08391979
3,1.2,80.0005806,20.18030691
3,1.2,27.0190753,18.00902859
3,1.2,47.9054355,16.25577982
3,1.2,40.9675024,14.2898858
3,1.2,51.1041953,1.855701205
3,1.24,37.108877,197.2846884
3,1.24,19.9858518,193.2220264
3,1.24,10.8761693,162.1097527
3,1.24,84.914208,160.1800776
3,1.24,2.0043051,156.1963859
3,1.24,91.8625423,124.1291598
3,1.24,96.0594041,117.2284352
3,1.24,11.9452075,117.3233055
3,1.24,40.9805366,108.1418992
3,1.24,42.8953816,66.22694399
3,1.24,89.9081523,54.16268415
3,1.24,29.9122463,41.18806422
3,1.24,5.1344342,35.18347181
3,1.24,45.0399384,34.31221037
3,1.24,38.0368254,27.33571484
3,1.24,79.9622678,20.14493786
3,1.24,29.0127588,18.9173601
3,1.24,50.9634298,16.23031382
3,1.24,40.8296747,14.08872539
3,1.24,50.888086,3.238145672
3,1.28,34.9899145,202.2219675
3,1.28,22.9696605,192.2869494
3,1.28,12.0903311,163.1236664
3,1.28,84.8810158,164.1676884
3,1.28,2.7923023,162.1924953
3,1.28,94.06184,124.257812
3,1.28,10.898317,118.2165069
3,1.28,42.9099352,111.2587646
3,1.28,44.9897444,70.12964576
3,1.28,90.1146992,55.15911865
3,1.28,27.9827091,42.21336501
3,1.28,46.006031,33.20272566
3,1.28,38.8877121,28.17304614
3,1.28,79.8657314,19.24337598
3,1.28,30.9152759,16.1988951
3,1.28,53.9074151,16.21735727
3,1.28,52.1098102,5.103261946
3,1.32,32.9010374,205.1701741
3,1.32,26.9110944,190.2043971
3,1.32,84.8751648,167.2002693
3,1.32,13.0476415,166.1504114
3,1.32,2.9142068,165.2063341
3,1.32,93.9363526,128.1777184
3,1.32,9.8756643,118.1045868
3,1.32,44.9420364,114.217615
3,1.32,47.0602899,72.08601543
3,1.32,90.9072385,56.18097381
3,1.32,24.8841808,45.16705182
3,1.32,46.9835655,32.19603716
3,1.32,37.9685071,29.22295517
3,1.32,79.952126,19.1763717
3,1.32,53.8316746,15.18440437
3,1.32,32.8812178,14.04964779
3,1.32,50.9997462,8.222149693
3,1.36,30.9582346,210.229245
3,1.36,30.8857143,189.0603426
3,1.36,84.9102822,173.1710421
3,1.36,2.9521414,170.1746484
3,1.36,15.1163273,169.0471242
3,1.36,93.0530109,133.2172979
3,1.36,48.2260372,120.9094994
3,1.36,7.9631231,118.1526175
3,1.36,48.9804313,76.1408457
3,1.36,91.0718593,58.1867714
3,1.36,23.8142655,49.18759686
3,1.36,36.9297023,32.18171178
3,1.36,49.9525461,30.20812377
3,1.36,78.922233,19.20411975
3,1.36,51.1197899,16.17631123
3,1.36,56.9754735,15.33974331
3,1.4,28.0240407,216.2271487
3,1.4,32.9148555,187.2035476
3,1.4,84.960984,176.2009373
3,1.4,2.2590476,174.141513
3,1.4,17.0487763,170.0366991
3,1.4,93.7113369,140.1834063
3,1.4,95.921878,129.1936759
3,1.4,50.9128557,124.219393
3,1.4,6.9421077,118.2173553
3,1.4,52.0167941,80.1392158
3,1.4,91.7663106,60.18106121
3,1.4,20.9634877,56.19069378
3,1.4,3.9200593,50.16351566
3,1.4,36.0357339,35.25163267
3,1.4,52.4655117,27.34997111
3,1.4,76.9161905,19.24822134
3,1.4,58.8562928,16.07466763
3,1.44,25.9289126,221.1830149
3,1.44,34.852075,184.12644
3,1.44,84.9964539,182.1443726
3,1.44,2.9638737,179.1600059
3,1.44,19.9793225,170.0514078
3,1.44,93.8570298,144.1855269
3,1.44,95.8443464,129.1429683
3,1.44,53.0338776,128.1202065
3,1.44,5.9311788,117.2483207
3,1.44,53.1348151,86.10808542
3,1.44,92.0404486,61.14657444
3,1.44,20.072381,60.22444512
3,1.44,3.8966336,53.1720999
3,1.44,34.8510255,38.17604103
3,1.44,54.8479863,27.56736797
3,1.44,75.0259805,20.12091635
3,1.44,57.9814105,15.19747336
3,1.44,41.8756004,14.22898341
3,1.44,44.9195185,8.069760152
3,1.48,24.1257143,225.2727719
3,1.48,84.91615,186.1734846
3,1.48,2.9910813,182.1971163
3,1.48,36.8338452,181.0923031
3,1.48,24.9041245,171.2309674
3,1.48,94.094779,148.1900788
3,1.48,55.9382023,134.1562119
3,1.48,94.0391646,128.2404595
3,1.48,4.9395519,118.1115726
3,1.48,53.9657534,89.2219962
3,1.48,17.8953816,65.19563284
3,1.48,92.0414661,61.20918902
3,1.48,3.8395401,58.18136528
3,1.48,33.9174923,42.22964711
3,1.48,52.0858745,29.16064286
3,1.48,60.9222935,28.31796323
3,1.48,73.9302722,22.08702138
3,1.48,42.8564622,15.26662141
3,1.48,57.0388967,15.10579307
3,1.48,49.8636988,6.986957543
3,1.52,22.9257143,231.1568395
3,1.52,84.9518376,189.1936759
3,1.52,3.189518,187.1347802
3,1.52,38.8463677,178.0991601
3,1.52,28.0232753,173.9752241
3,1.52,94.8275325,152.2009486
3,1.52,57.9785002,136.1858558
3,1.52,92.9287693,127.3321688
3,1.52,3.963089,117.2374316
3,1.52,53.8632743,95.20520327
3,1.52,15.918022,69.22444512
3,1.52,92.085388,61.1995034
3,1.52,3.868491,60.17022373
3,1.52,31.954872,47.16127848
3,1.52,50.9366135,31.21456599
3,1.52,62.9196841,29.09618845
3,1.52,69.0009831,21.40550385
3,1.52,42.9667448,15.14978276
3,1.52,60.9352902,15.05687698
3,1.52,55.9269119,4.357747745
3,1.56,21.8614573,233.1896598
3,1.56,85.084428,192.1957506
3,1.56,3.1277574,189.1460028
3,1.56,27.0688678,174.0816427
3,1.56,41.9309444,172.2125043
3,1.56,95.1353103,157.1204436
3,1.56,57.8916443,138.2618159
3,1.56,90.9726186,126.2302613
3,1.56,3.8819252,116.1784838
3,1.56,53.8680935,99.18995842
3,1.56,12.0423962,74.19914535
3,1.56,92.7880996,62.13977681
3,1.56,3.0750958,60.20604506
3,1.56,30.916351,49.19554855
3,1.56,51.7707231,36.22169691
3,1.56,65.9173188,30.13584007
3,1.56,68.9391629,20.99674986
3,1.56,63.8933402,13.37113392
3,1.56,58.9378062,2.286783507
3,1.6,20.9566524,240.1807018
3,1.6,84.894621,199.1525525
3,1.6,4.1993407,193.1288407
3,1.6,28.8680408,178.2044286
3,1.6,41.9761345,171.2472473
3,1.6,95.9023728,161.1420788
3,1.6,59.0899794,143.0928113
3,1.6,89.0065224,126.1918393
3,1.6,2.00564,116.1369844
3,1.6,52.9391629,105.1917547
3,1.6,11.0327219,79.1775774
3,1.6,3.0184485,63.20132407
3,1.6,92.8564835,62.16840116
3,1.6,29.9361408,53.17471854
3,1.6,51.8699003,41.2253038
3,1.6,68.9493078,32.13741455
3,1.6,70.9488764,21.04161144
3,1.6,44.025026,15.04913312
3,1.6,64.9011665,14.10582059
3,1.6,65.9015305,2.066710956
3,1.64,20.6974408,247.1438497
3,1.64,85.1244254,204.2076394
3,1.64,5.8079457,197.2226015
3,1.64,27.8182946,185.2246836
3,1.64,43.9466567,171.2376549
3,1.64,95.9573199,167.188619
3,1.64,59.7834297,148.233756
3,1.64,86.9960661,128.0419171
3,1.64,1.8489487,116.1906053
3,1.64,52.7803535,111.1885213
3,1.64,9.0609848,84.20068992
3,1.64,2.9871004,68.16397292
3,1.64,92.8494137,63.19598803
3,1.64,28.9466098,58.20263111
3,1.64,52.8236544,48.21052982
3,1.64,71.9285128,37.18154902
3,1.64,70.9347686,22.14035597
3,1.64,44.9001489,16.2487398
3,1.64,65.001557,14.1922714
3,1.64,68.9606541,2.315362636
3,1.68,19.8130228,253.1422536
3,1.68,85.143876,207.2025352
3,1.68,6.972681,200.1750849
3,1.68,26.102056,190.2276299
3,1.68,96.1545631,173.1978368
3,1.68,45.9181884,172.1372319
3,1.68,61.0762854,153.1479853
3,1.68,85.9563467,127.1749012
3,1.68,50.9088544,115.2263419
3,1.68,0.8908782,114.1906021
3,1.68,8.0034035,88.19765995
3,1.68,2.9023403,70.18046451
3,1.68,28.1444303,62.22087937
3,1.68,92.8517286,63.18651598
3,1.68,54.8722026,55.11340833
3,1.68,52.9991443,49.25357927
3,1.68,74.9890671,40.03967979
3,1.68,71.0023007,21.99892753
3,1.68,45.8213405,16.19367589
3,1.68,68.96949,14.25249942
3,1.68,70.9634921,3.342564778
3,1.72,19.8473881,256.1722167
3,1.72,86.0815451,211.1751
3,1.72,8.0990476,201.070599
3,1.72,25.7961863,196.1684289
3,1.72,96.7534345,176.1962666
3,1.72,46.9804588,173.0166686
3,1.72,63.0783084,157.1336555
3,1.72,84.9856544,126.0867828
3,1.72,49.8863768,119.1936759
3,1.72,1.0549878,109.1765819
3,1.72,6.9257143,90.22672594
3,1.72,2.8296214,72.19156396
3,1.72,27.2141543,65.23744693
3,1.72,92.8820822,62.17480796
3,1.72,54.0371541,53.12661475
3,1.72,78.8644898,41.24284101
3,1.72,71.9277386,20.23112528
3,1.72,46.0085603,15.11960182
3,1.72,73.9336719,13.04380852
3,1.72,71.9417571,3.272820274
3,1.76,19.8793409,260.1805962
3,1.76,86.1101691,216.1495924
3,1.76,9.8441501,203.2707709
3,1.76,24.9198732,200.1866665
3,1.76,96.9565061,179.2010073
3,1.76,48.9309064,176.1687538
3,1.76,64.0323953,161.21415
3,1.76,48.1717669,125.2528864
3,1.76,83.0247819,126.0188507
3,1.76,1.8218362,104.1812105
3,1.76,6.785691,93.22518114
3,1.76,2.136178,76.13065568
3,1.76,27.0700325,67.22549407
3,1.76,92.8868923,62.19367589
3,1.76,53.921517,52.21885952
3,1.76,81.8875306,43.14826825
3,1.76,72.0318464,20.95782683
3,1.76,46.8939009,15.27320929
3,1.76,77.9227248,12.98889263
3,1.76,73.9877833,6.068158648
3,1.8,20.0554113,264.1912516
3,1.8,86.1215906,221.1180745
3,1.8,11.9016443,206.2330632
3,1.8,23.0571697,205.1878073
3,1.8,96.9783459,185.1590894
3,1.8,50.8937654,181.2341445
3,1.8,66.1691728,167.070809
3,1.8,46.9206829,130.147135
3,1.8,80.9837164,126.3182731
3,1.8,1.9257143,102.0876153
3,1.8,6.8057721,96.20523658
3,1.8,1.9441872,80.16535077
3,1.8,26.9903794,73.18212855
3,1.8,92.8725228,63.18436738
3,1.8,54.0911115,54.12512311
3,1.8,84.8984892,45.34655547
3,1.8,72.0330896,21.94855658
3,1.8,46.9743104,16.2498314
3,1.8,77.0546381,12.12080593
3,1.84,20.1325714,269.1148187
3,1.84,86.7823734,224.1902899
3,1.84,23.0903335,210.1973614
3,1.84,13.9323441,208.190361
3,1.84,97.0639967,187.1980427
3,1.84,55.9223735,186.1480189
3,1.84,67.9141718,171.1884293
3,1.84,45.8461549,132.1691961
3,1.84,78.9411942,126.2184437
3,1.84,5.8491518,99.17180089
3,1.84,1.8849977,94.28162377
3,1.84,1.7881482,83.20954891
3,1.84,27.0759289,74.21084327
3,1.84,92.871979,63.15566803
3,1.84,54.0436047,53.16782274
3,1.84,87.0271787,46.0775671
3,1.84,72.9682886,22.05011153
3,1.84,47.8126619,16.30261731
3,1.84,81.9072717,14.16498736
3,1.88,22.0782567,274.1354132
3,1.88,86.8177185,228.1770611
3,1.88,20.8981694,218.120622
3,1.88,17.1455105,210.8923658
3,1.88,97.760425,191.1688825
3,1.88,57.9451506,190.2140841
3,1.88,70.8791124,175.2150351
3,1.88,42.0913509,136.2505362
3,1.88,74.9481096,126.1264899
3,1.88,5.0548656,100.1862958
3,1.88,1.1079628,85.183025
3,1.88,27.096397,77.21174818
3,1.88,92.9269706,63.14091207
3,1.88,55.0107345,55.13497144
3,1.88,89.8775468,45.08372825
3,1.88,71.9837788,21.11349156
3,1.88,83.0771304,16.09345802
3,1.88,47.9569034,16.11180454
3,1.92,22.2182616,279.1102499
3,1.92,87.7864165,233.1495083
3,1.92,21.0082115,220.2092835
3,1.92,17.8710363,211.287236
