Vial,Timestamp,x_pos,y_pos
1,0,64.0723192,373.7804125
1,0,63.94444444,359.7827705
1,0,63.85833333,350.7876118
1,0,63.15549937,337.7816594
1,0,62.9157754,313.773638
1,0,62.84299859,301.7760017
1,0,62.05486284,275.7766719
1,0,61.92450331,260.7816594
1,0,119.0989583,105.8524927
1,0,124.1016949,47.63005864
1,0,156.9959742,25.87183652
1,0,65.99528302,23.79581033
1,0,127.9885823,18.89393341
1,0,87.09876543,16.68194429
1,0,101.0997506,16.46744493
1,0,149.9678571,16.68165939
1,0,161.0600962,15.73959208
1,0,143.096463,13.60052327
1,0,65.00114286,10.69823082
1,0,126.0009785,10.74839129
1,0,156.2685624,8.748484034
1,0,120.0271084,8.906659389
1,0,80.05174825,3.785855193
1,0,85.98612863,2.829578683
1,0.04,65.95913462,373.7732459
1,0.04,65.18991416,359.7752216
1,0.04,121.938856,114.779687
1,0.04,128.0696609,51.69916626
1,0.04,67.14058355,28.68705285
1,0.04,154.0092736,25.83189123
1,0.04,88.21572387,16.74426725
1,0.04,104.1746411,17.45031968
1,0.04,141.1460465,16.8477059
1,0.04,151.0575117,16.55748099
1,0.04,64.97664544,11.77847468
1,0.04,129.0021692,8.87276568
1,0.08,67.94315789,356.7816594
1,0.08,124.2083333,119.6864213
1,0.08,130.016844,55.70985088
1,0.08,69.14509123,35.68348389
1,0.08,152.0144928,25.90868411
1,0.08,141.2365385,22.86242862
1,0.08,105.9719626,18.77698649
1,0.08,88.40990516,16.66469416
1,0.08,159.85,17.73485088
1,0.08,65.19800995,13.67121163
1,0.08,145.0841026,11.92524913
1,0.08,155.259962,8.72283586
1,0.08,130.9779412,7.79006275
1,0.12,54.01394422,382.7318586
1,0.12,69.07015306,344.7867614
1,0.12,68.12998713,323.7893814
1,0.12,128.0651934,124.7396704
1,0.12,134.996286,60.73152011
1,0.12,72.21376812,41.67115214
1,0.12,141.98017,30.79771227
1,0.12,150.9432892,26.7117161
1,0.12,88.9664848,20.80348324
1,0.12,104.1259921,18.81241336
1,0.12,158.9247434,17.75657387
1,0.12,67.96096654,15.79095307
1,0.12,113.0368339,13.79263118
1,0.12,142.9468439,11.866377
1,0.12,131.0293194,7.726162007
1,0.16,70.15936255,368.7776753
1,0.16,69.96274038,357.7864671
1,0.16,69.1227154,345.7803539
1,0.16,68.91203105,331.7829531
1,0.16,68.13986928,322.7816594
1,0.16,131.2323699,130.6406189
1,0.16,136.2184557,63.63194188
1,0.16,72.35502392,47.55964982
1,0.16,144.0411483,36.76634838
1,0.16,143.0385338,30.78353909
1,0.16,90.03022453,27.75316198
1,0.16,102.1004141,24.81996167
1,0.16,159.0762431,24.73635552
1,0.16,71.03228782,15.84992507
1,0.16,138.1642336,10.78287593
1,0.2,68.10285714,355.7839451
1,0.2,133.1165339,136.7248865
1,0.2,141.0193705,67.73969006
1,0.2,74.2852349,54.69105536
1,0.2,145.8946488,40.78333163
1,0.2,89.43784378,34.71785301
1,0.2,98.20110701,31.80195459
1,0.2,139.9821429,31.73602447
1,0.2,158.2007401,28.86399056
1,0.2,73.97114655,18.84771862
1,0.2,133.0552861,13.7215236
1,0.2,142.9577805,8.946918738
1,0.24,136.1706064,142.6963562
1,0.24,144.0961373,70.66234608
1,0.24,73.10246227,58.7729223
1,0.24,145.0647303,42.78829839
1,0.24,91.14400716,42.7127864
1,0.24,156.0235602,36.73366637
1,0.24,98.10531221,35.77886349
1,0.24,136.0089869,33.79718227
1,0.24,77.98571429,18.89515145
1,0.24,99.99386503,13.85790829
1,0.24,131.9795479,13.86884992
1,0.24,143.0272109,8.806926639
1,0.28,64.1967404,346.7770028
1,0.28,63.9747807,328.7871418
1,0.28,62.27423469,278.7625267
1,0.28,137.9517241,148.7964377
1,0.28,145.0664424,71.69503197
1,0.28,73.35462345,67.69300353
1,0.28,148.0680934,48.77193176
1,0.28,90.96013865,49.78165939
1,0.28,102.8864078,38.78165939
1,0.28,155.0965732,39.79308203
1,0.28,132.9212803,35.5801023
1,0.28,80.19530595,21.53689828
1,0.28,154.0307377,21.7703889
